path,bytes,sha256
results/single/subset_sources/afdb_pdb/AF-P49792-F10-model_v6.pdb,897155,5155e73084c4187c212f963b7068c33f8259a3047cfe0dccc5185bfeeee99681
results/single/subset_sources/afdb_pdb/AF-Q6ZS30-F1-model_v6.pdb,1771307,cf9aaf5e82ef08c55c8d6f20e869975bb40c94e6e19f5aac1e7d0a0db8a128f9
results/single/subset_sources/nvda_cif_zst/AF-0000000065781219-model_v1.cif.zst,469614,d42a31e900e89851a46de2c3b296d11b325bda9ba0b8832fc77abac81455896c
results/single/subset_sources/nvda_cif_zst/AF-0000000066638622-model_v1.cif.zst,283922,142cbd741f01932dfb63ecaaba8973a300a92050f700e8cc3a89930a43d1180b
results/single/subset_sources/pdb_mmcif/3jc8.cif.gz,3311136,3a0e66c8f1a1fd2604f4beb3f98fdd21f9444dbc350e5b2f2b569ab1b5165f64
results/single/subset_sources/pdb_mmcif/5vyc.cif.gz,24367820,63e1052d4f691f1dc0a43363b123602377c0821ff5c3a01317f3cd8cc74e9648
results/single/subset_sources/pdb_mmcif/8rbs.cif.gz,4961333,349c8cc6097a6f774571133191c7a28f1ecadbc618725b479cce3f91361e7a83
results/single/subset_sources/pdb_mmcif/9fqr.cif.gz,102337436,62e52f51ff9c198d6cc8aaef9112dd5ebc14c445b127bd389cf9530124ae0bbc
