context,benchmark_kind,dataset_id,dataset_label,structure_id,target_variant,target_display_name,comparator_variant,comparator_display_name,metric,ratio,target_value,comparator_value,interpretation
single_file:9fqr:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,9fqr,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,rss_reduction,14.755282373837368,1636.2395833333333,24143.177083333332,higher means target uses less memory
single_file:9fqr:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,9fqr,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,runtime_speedup,2.300498105472278,3.795253591613333,8.730973697293333,higher means target is faster
single_file:9fqr:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,9fqr,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,rss_reduction,3.117771949146608,1636.2395833333333,5101.421875,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f64,zsasa f64,freesasa,FreeSASA,runtime_speedup,2.124669586514763,0.02906095320666667,0.06174492343333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f64,zsasa f64,freesasa,FreeSASA,rss_reduction,9.738931297709923,10.234375,99.671875,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f64,zsasa f64,rustsasa,RustSASA,runtime_speedup,1.7400631023256632,0.02906095320666667,0.050567892393333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f64,zsasa f64,rustsasa,RustSASA,rss_reduction,3.11704834605598,10.234375,31.901041666666668,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f32,zsasa f32,freesasa,FreeSASA,runtime_speedup,2.1220258952535866,0.029097158319999997,0.06174492343333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f32,zsasa f32,freesasa,FreeSASA,rss_reduction,10.168437832093517,9.802083333333334,99.671875,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f32,zsasa f32,rustsasa,RustSASA,runtime_speedup,1.7378979705580178,0.029097158319999997,0.050567892393333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_f32,zsasa f32,rustsasa,RustSASA,rss_reduction,3.25451647183847,9.802083333333334,31.901041666666668,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,runtime_speedup,1.635224247585749,0.03775930030666667,0.06174492343333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,rss_reduction,8.013819095477388,12.4375,99.671875,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,runtime_speedup,1.3392168812091367,0.03775930030666667,0.050567892393333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,rss_reduction,2.5649078726968173,12.4375,31.901041666666668,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,runtime_speedup,1.6142936541410906,0.03824887948666667,0.06174492343333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,rss_reduction,8.230967741935483,12.109375,99.671875,higher means target uses less memory
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,runtime_speedup,1.322075131925394,0.03824887948666667,0.050567892393333334,higher means target is faster
single_file:AF-0000000065781219:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000065781219,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,rss_reduction,2.6344086021505375,12.109375,31.901041666666668,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f64,zsasa f64,freesasa,FreeSASA,runtime_speedup,1.8486861652970226,0.019751789380000006,0.036514859766666664,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f64,zsasa f64,freesasa,FreeSASA,rss_reduction,7.921370967741935,7.75,61.390625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f64,zsasa f64,rustsasa,RustSASA,runtime_speedup,1.6946239466904096,0.019751789380000006,0.03347185527333333,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f64,zsasa f64,rustsasa,RustSASA,rss_reduction,2.7903225806451615,7.75,21.625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f32,zsasa f32,freesasa,FreeSASA,runtime_speedup,0.9426218541372913,0.038737548473333334,0.036514859766666664,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f32,zsasa f32,freesasa,FreeSASA,rss_reduction,7.916051040967092,7.755208333333333,61.390625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f32,zsasa f32,rustsasa,RustSASA,runtime_speedup,0.864067464062036,0.038737548473333334,0.03347185527333333,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_f32,zsasa f32,rustsasa,RustSASA,rss_reduction,2.788448623237072,7.755208333333333,21.625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,runtime_speedup,0.9569278396288495,0.03815842559333333,0.036514859766666664,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,rss_reduction,6.091472868217054,10.078125,61.390625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,runtime_speedup,0.8771812451083204,0.03815842559333333,0.03347185527333333,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,rss_reduction,2.145736434108527,10.078125,21.625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,runtime_speedup,1.226214410566408,0.02977852768,0.036514859766666664,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,rss_reduction,6.091472868217054,10.078125,61.390625,higher means target uses less memory
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,runtime_speedup,1.1240265345896823,0.02977852768,0.03347185527333333,higher means target is faster
single_file:AF-0000000066638622:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-0000000066638622,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,rss_reduction,2.145736434108527,10.078125,21.625,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f64,zsasa f64,freesasa,FreeSASA,runtime_speedup,3.144473273407236,0.01462324934,0.04598241672,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f64,zsasa f64,freesasa,FreeSASA,rss_reduction,7.2439024390243905,6.40625,46.40625,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f64,zsasa f64,rustsasa,RustSASA,runtime_speedup,1.5348674605858839,0.01462324934,0.022444749580000003,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f64,zsasa f64,rustsasa,RustSASA,rss_reduction,2.7219512195121953,6.40625,17.4375,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f32,zsasa f32,freesasa,FreeSASA,runtime_speedup,3.050667632492277,0.015072902806666668,0.04598241672,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f32,zsasa f32,freesasa,FreeSASA,rss_reduction,7.2439024390243905,6.40625,46.40625,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f32,zsasa f32,rustsasa,RustSASA,runtime_speedup,1.4890794339941478,0.015072902806666668,0.022444749580000003,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_f32,zsasa f32,rustsasa,RustSASA,rss_reduction,2.7219512195121953,6.40625,17.4375,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,runtime_speedup,0.5677914218091232,0.08098469782,0.04598241672,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,rss_reduction,6.27906976744186,7.390625,46.40625,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,runtime_speedup,0.2771480314699284,0.08098469782,0.022444749580000003,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,rss_reduction,2.3594080338266386,7.390625,17.4375,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,runtime_speedup,1.7428952308072319,0.026382777293333336,0.04598241672,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,rss_reduction,6.614699331848552,7.015625,46.40625,higher means target uses less memory
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,runtime_speedup,0.8507349067329453,0.026382777293333336,0.022444749580000003,higher means target is faster
single_file:AF-P49792-F10-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-P49792-F10-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,rss_reduction,2.485523385300668,7.015625,17.4375,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f64,zsasa f64,freesasa,FreeSASA,runtime_speedup,1.9876545155739112,0.026237372480000003,0.05215083188666667,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f64,zsasa f64,freesasa,FreeSASA,rss_reduction,9.792022792022792,9.140625,89.50520833333333,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f64,zsasa f64,rustsasa,RustSASA,runtime_speedup,1.6894851505089938,0.026237372480000003,0.04432765119333334,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f64,zsasa f64,rustsasa,RustSASA,rss_reduction,3.211965811965812,9.140625,29.359375,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f32,zsasa f32,freesasa,FreeSASA,runtime_speedup,2.1241450709413643,0.024551445473333332,0.05215083188666667,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f32,zsasa f32,freesasa,FreeSASA,rss_reduction,9.780876494023904,9.151041666666666,89.50520833333333,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f32,zsasa f32,rustsasa,RustSASA,runtime_speedup,1.8055006676279008,0.024551445473333332,0.04432765119333334,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_f32,zsasa f32,rustsasa,RustSASA,rss_reduction,3.2083096186681845,9.151041666666666,29.359375,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,runtime_speedup,1.5386750837894845,0.033893336180000004,0.05215083188666667,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,freesasa,FreeSASA,rss_reduction,7.818471337579618,11.447916666666666,89.50520833333333,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,runtime_speedup,1.3078574194620145,0.033893336180000004,0.04432765119333334,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f64,zsasa bitmask f64,rustsasa,RustSASA,rss_reduction,2.564604185623294,11.447916666666666,29.359375,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,runtime_speedup,1.5974333363556354,0.03264664052,0.05215083188666667,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,freesasa,FreeSASA,rss_reduction,7.8398722627737225,11.416666666666666,89.50520833333333,higher means target uses less memory
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,runtime_speedup,1.3578013078000266,0.03264664052,0.04432765119333334,higher means target is faster
single_file:AF-Q6ZS30-F1-model_v6:t10,single_file,single_file_large_structure_subset,single_file_large_structure_subset,AF-Q6ZS30-F1-model_v6,zsasa_bitmask_f32,zsasa bitmask f32,rustsasa,RustSASA,rss_reduction,2.571624087591241,11.416666666666666,29.359375,higher means target uses less memory
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_f64,zsasa CLI f64,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,38.89339682652008,84.67021206631334,3293.1121572807333,higher means target is faster
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_f64,zsasa CLI f64,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,366.9674603174603,65.625,24082.239583333332,higher means target uses less memory
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_f32,zsasa CLI f32,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,40.21471343466944,81.88824129334,3293.1121572807333,higher means target is faster
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_f32,zsasa CLI f32,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,384.0357142857143,62.708333333333336,24082.239583333332,higher means target uses less memory
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,84.66187764199982,38.89722563449333,3293.1121572807333,higher means target is faster
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,352.2887619047619,68.359375,24082.239583333332,higher means target uses less memory
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,86.53381176395105,38.05578524916667,3293.1121572807333,higher means target is faster
trajectory:5vz0_A_protein,trajectory,5vz0_A_protein,5vz0_A,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,373.0066150371087,64.5625,24082.239583333332,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f64,zsasa CLI f64,mdtraj,MDTraj,runtime_speedup,12.585655867318806,1.8501245185400002,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f64,zsasa CLI f64,mdtraj,MDTraj,rss_reduction,7.005544005544006,22.546875,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f64,zsasa CLI f64,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,2.420022738624407,1.8501245185400002,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f64,zsasa CLI f64,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,62.51074151074151,22.546875,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f32,zsasa CLI f32,mdtraj,MDTraj,runtime_speedup,12.820612843877095,1.8162182093466666,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f32,zsasa CLI f32,mdtraj,MDTraj,rss_reduction,7.003926096997691,22.552083333333332,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f32,zsasa CLI f32,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,2.46520125231204,1.8162182093466666,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_f32,zsasa CLI f32,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,62.49630484988453,22.552083333333332,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdtraj,MDTraj,runtime_speedup,27.412333581278872,0.8494362741133333,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdtraj,MDTraj,rss_reduction,6.991009681881051,22.59375,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,5.270958564639727,0.8494362741133333,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f64,zsasa CLI bitmask f64,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,62.381051175656985,22.59375,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdtraj,MDTraj,runtime_speedup,27.76909573638885,0.8385231814199999,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdtraj,MDTraj,rss_reduction,6.991009681881051,22.59375,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,5.339558289338121,0.8385231814199999,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_cli_bitmask_f32,zsasa CLI bitmask f32,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,62.381051175656985,22.59375,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj,zsasa + MDTraj,mdtraj,MDTraj,runtime_speedup,12.75356699324384,1.8257661181666667,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj,zsasa + MDTraj,mdtraj,MDTraj,rss_reduction,0.7884105443768523,200.34375,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj,zsasa + MDTraj,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,2.452309394726436,1.8257661181666667,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj,zsasa + MDTraj,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,7.035017937919202,200.34375,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj_bitmask,zsasa + MDTraj bitmask,mdtraj,MDTraj,runtime_speedup,27.015899182092213,0.8619009993000001,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj_bitmask,zsasa + MDTraj bitmask,mdtraj,MDTraj,rss_reduction,0.7922827733946392,199.36458333333334,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj_bitmask,zsasa + MDTraj bitmask,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,5.194730494325501,0.8619009993000001,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdtraj_bitmask,zsasa + MDTraj bitmask,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,7.069569987982653,199.36458333333334,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis,zsasa + MDAnalysis,mdtraj,MDTraj,runtime_speedup,11.610702248935466,2.00547994452,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis,zsasa + MDAnalysis,mdtraj,MDTraj,rss_reduction,0.9540392600981502,165.5625,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis,zsasa + MDAnalysis,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,2.232554564500998,2.00547994452,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis,zsasa + MDAnalysis,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,8.512929407323519,165.5625,1409.421875,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis_bitmask,zsasa + MDAnalysis bitmask,mdtraj,MDTraj,runtime_speedup,18.558068427005026,1.2547119649666667,23.285030502033333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis_bitmask,zsasa + MDAnalysis bitmask,mdtraj,MDTraj,rss_reduction,0.9440605155024281,167.3125,157.953125,higher means target uses less memory
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis_bitmask,zsasa + MDAnalysis bitmask,mdsasa_bolt,mdsasa-bolt (Rust),runtime_speedup,3.5684232948812924,1.2547119649666667,4.477343404153333,higher means target is faster
trajectory:5wvo_C_analysis,trajectory,5wvo_C_analysis,5wvo_C,,zsasa_mdanalysis_bitmask,zsasa + MDAnalysis bitmask,mdsasa_bolt,mdsasa-bolt (Rust),rss_reduction,8.423888681359731,167.3125,1409.421875,higher means target uses less memory
