dataset_id,input_format,structure_id,structure_role,n_atoms,expected_chains,variant,display_name,threads,runtime_mean_s,runtime_stddev_s,peak_rss_mean_mib,peak_rss_stddev_mib,atoms_per_sec,cpu_utilization_proxy,speedup_vs_1_thread,parallel_efficiency
single_file_large_structure_mmcif_subset,mmCIF,AF-0000000066638622,multi-medium-nvda,14618,2,pdbtools_jl,PDBTools.jl,8,1.7480596171733334,0.0009847716061585487,451.515625,0.5412658773652742,8362.415020854814,1.5532522422722206,1.0718031145125533,0.13397538931406916
single_file_large_structure_mmcif_subset,mmCIF,AF-0000000066638622,multi-medium-nvda,14618,2,pdbtools_jl,PDBTools.jl,10,1.7480803560733336,0.009792800616105438,455.4166666666667,0.009021097956087904,8362.31581071938,1.5596101921333119,1.0717903988398814,0.10717903988398814
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f64,zsasa f64,1,0.04240665436,0.0008404019567819923,7.994791666666667,0.009021097956087904,344710.05130242964,0.9138248210848327,1.0,1.0
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f64,zsasa f64,4,0.024858564333333333,0.00014652117444360462,7.984375,0.0,588046.8318276305,1.5971737600882903,1.7059172762900103,0.4264793190725026
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f64,zsasa f64,8,0.020897798686666667,0.000540219913828001,8.0,0.0,699499.5128040285,2.2642078579400535,2.0292402561546607,0.2536550320193326
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f64,zsasa f64,10,0.021412837199999996,0.00017215206752171206,8.0,0.0,682674.5967134146,2.3088981407844456,1.9804313629209307,0.19804313629209308
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f32,zsasa f32,1,0.051223902246666675,0.014721038808987714,7.953125,0.0,285374.58801181527,0.7494768063900269,1.0,1.0
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f32,zsasa f32,4,0.024767084006666672,0.00031430166249374857,8.0,0.0,590218.8564493585,1.5922533844807205,2.0682249970516713,0.5170562492629178
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f32,zsasa f32,8,0.022948506866666666,0.00032493098163199696,8.0,0.0,636991.3338995072,2.0322205247439147,2.2321235339747,0.2790154417468375
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_f32,zsasa f32,10,0.02196707057333333,0.0008394418784503985,7.984375,0.0,665450.5866496988,2.2030038023707523,2.3318494869702535,0.23318494869702536
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f64,zsasa bitmask f64,1,0.035782497973333334,0.0005553130671741228,10.255208333333334,0.009021097956087902,408523.7428335486,0.9055635716325626,1.0,1.0
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f64,zsasa bitmask f64,4,0.03443789031333334,0.0008460518688734962,10.260416666666666,0.009021097956087902,424474.3178806264,0.940658279933151,1.0390444260018856,0.2597611065004714
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f64,zsasa bitmask f64,8,0.032561223433333335,0.00012114415198569447,10.265625,0.0,448938.90519590763,1.0497660426258573,1.0989297759832433,0.1373662219979054
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f64,zsasa bitmask f64,10,0.03333072281333334,4.789136221004046e-05,10.359375,0.0,438574.34721314657,1.0414959653814264,1.0735590156184434,0.10735590156184434
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f32,zsasa bitmask f32,1,0.03492783339333334,0.000467390590108888,10.197916666666666,0.023867581744561668,418520.09070766275,0.9133909426158662,1.0,1.0
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f32,zsasa bitmask f32,4,0.03302255138666667,8.039794646838058e-05,10.234375,0.0,442667.1891228316,0.9713228885443108,1.057696390092861,0.2644240975232153
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f32,zsasa bitmask f32,8,0.033454708793333336,0.0012608800201939657,10.25,0.0,436948.95359283447,1.0056565392484011,1.0440334007717789,0.13050417509647236
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,zsasa_bitmask_f32,zsasa bitmask f32,10,0.032492751066666666,0.0005592335346010049,10.302083333333334,0.009021097956087902,449884.95957168017,1.0529546501967886,1.0749423254950163,0.10749423254950163
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,freesasa,FreeSASA,1,0.057510088193333336,0.0006035994168704383,61.432291666666664,0.03608439182435161,254181.4916168837,0.9780841663391366,1.0,1.0
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,freesasa,FreeSASA,4,0.03834533802666667,0.0002538029990451927,61.53125,0.0,381219.7454051426,1.5041127892319963,1.4997934860644295,0.3749483715161074
single_file_large_structure_subset,PDB,AF-0000000066638622,multi-medium-nvda,14618,2,freesasa,FreeSASA,8,0.03624647340666667,0.0007538130073568196,61.458333333333336,0.018042195912175808,403294.4070446139,1.728612490481421,1.586639548297566,0.19832994353719574
